",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"4192,Maruti,Vitara BrezzaVXi,2021,Pune,32500.0,petrol,manual,751000.0,12789"
"4193,Ford,FigoTitanium Blu 1.5 TDCi,2019,Pune,67500.0,diesel,manual,539000.0,9811"
"4194,Tata,NanoTwist XT Petrol,2015,Pune,16500.0,petrol,manual,168000.0,2866"
"4195,Maruti,BalenoZeta,2021,Pune,33500.0,petrol,manual,634000.0,10796"
"4196,Toyota,Etios LivaV SP,2014,Pune,39500.0,petrol,manual,298000.0,7530"
"4197,Maruti,Wagon R 1.0LXI CNG,2018,Pune,74500.0,petrol+cng,manual,419000.00000000006,7135"
"4198,Honda,JazzV Petrol,2016,Pune,44500.0,petrol,manual,476999.99999999994,7615"
"4199,Maruti,BalenoZeta 1.2,2017,Pune,60000.0,petrol,manual,523000.00000000006,8906"
"4200,Nissan,MagniteXV Premium,2023,Pune,5000.0,petrol,manual,785000.0,13368"
"4201,Skoda,SuperbL&K TSI AT,2016,Pune,119000.0,petrol,automatic,1214000.0,21911"
"4202,Honda,BrioVX AT,2014,Pune,26500.0,petrol,automatic,330000.0,6639"
"4203,Maruti,BalenoZeta MT,2023,Pune,11500.0,petrol,manual,792000.0,13487"
"4204,Toyota,GlanzaV CVT,2019,Pune,76500.0,petrol,automatic,632000.0,10762"
"4205,Tata,PunchAccomplished AMT,2023,Pune,17000.0,petrol,automatic,775000.0,13197"
"4206,Maruti,CiazZXi,2016,Pune,7500.0,petrol,manual,615000.0,10473"
"4207,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Pune,41500.0,petrol,automatic,811999.9999999999,13827"
"4208,Tata,NexonXZ Plus (HS) Dual Tone,2022,Pune,27000.0,petrol,manual,864000.0,14713"
"4209,Hyundai,VenueS Plus 1.2 Petrol,2022,Pune,33500.0,petrol,manual,798000.0,13589"
"4210,Tata,NexonXM (S),2022,Pune,22500.0,petrol,manual,821000.0000000001,13981"
"4211,Maruti,CelerioVXi AMT,2014,Pune,74000.0,petrol,automatic,329000.0,7060"
"4212,Maruti,DzireVXi,2020,Pune,100000.0,petrol,manual,583000.0,9928"
"4213,Maruti,SwiftZXI AMT,2022,Pune,21500.0,petrol,automatic,739000.0,12584"
"4214,Maruti,Wagon R 1.0VXI,2015,Pune,101500.0,petrol,manual,311000.0,5918"
"4215,Maruti,CiazZDi+ SHVS,2016,Pune,70500.0,diesel,manual,549000.0,9349"
"4216,Maruti,CiazZDi+,2015,Pune,70500.0,diesel,manual,621000.0,11303"
"4217,Honda,Amaze1.5 E i-DTEC,2015,Pune,101000.0,diesel,manual,390000.0,7098"
"4218,Honda,AmazeVX CVT 1.2 Petrol,2022,Pune,31000.0,petrol,automatic,797000.0,13572"
"4219,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2015,Pune,57500.0,petrol,manual,405000.0,7371"
"4220,Kia,SeltosHTX G,2022,Pune,22500.0,petrol,manual,1278000.0,21978"
"4221,Hyundai,Elite i20Asta 1.2 (O),2019,Pune,83500.0,petrol,manual,585000.0,9962"
"4222,Maruti,CelerioZXi,2022,Pune,17500.0,petrol,manual,491000.0,8361"
"4223,Tata,NexonXMA AMT Diesel,2019,Pune,98000.0,diesel,automatic,656000.0,11171"
"4224,Renault,Kwid1.0 RXT AMT SCE,2023,Pune,13500.0,petrol,automatic,498000.00000000006,8480"
"4225,Honda,Amaze1.2 VX i-VTEC,2017,Pune,79000.0,petrol,manual,478000.0,8140"
"4226,Toyota,GlanzaV,2023,Pune,12000.0,petrol,manual,884000.0,15054"
"4227,Ford,EcoSportTitanium 1.5 TDCi (Opt),2014,Pune,122000.0,diesel,manual,511000.00000000006,10967"
"4228,Kia,CarensLuxury Plus 1.4 Petrol 6 STR,2022,Pune,11000.0,petrol,manual,1470000.0,25281"
"4229,Maruti,Alto K10VXi (O),2018,Pune,31000.0,petrol,manual,352000.0,5994"
"4230,Tata,NanoTwist XT Petrol,2014,Pune,15000.0,petrol,manual,143000.0,2877"
"4231,Maruti,Alto 800LXi CNG,2018,Pune,44000.0,petrol+cng,manual,317000.0,5665"
"4232,Maruti,BalenoAlpha Petrol,2024,Pune,3000.0,petrol,manual,946000.0000000001,16109"
"4233,Maruti,BalenoZeta Automatic,2020,Pune,52000.0,petrol,automatic,651000.0,11086"
"4234,Mahindra,XUV500W6,2015,Pune,83500.0,diesel,manual,679000.0,12922"
"4235,Honda,CitySV,2015,Pune,136000.0,petrol,manual,459000.0,8354"
"4236,Toyota,Innova2.5 G2 8 STR,2013,Pune,79500.0,diesel,manual,694000.0,19246"
"4237,Tata,AltrozXT 1.5,2022,Pune,23000.0,diesel,manual,795000.0,13538"
"4238,Maruti,DzireZXi,2022,Pune,14500.0,petrol,manual,747000.0,12720"
"4239,Maruti,BalenoAlpha Petrol,2024,Pune,9000.0,petrol,manual,897000.0000000001,15667"
"4240,Hyundai,Creta1.6 SX Plus Petrol,2017,Pune,49000.0,petrol,manual,698000.0,11886"
"4241,Tata,ZestXT Diesel,2016,Pune,40500.0,diesel,manual,441000.0,8027"
"4242,Maruti,BalenoZeta MT CNG,2024,Pune,16000.0,cng,manual,877999.9999999999,14951"
"4243,Maruti,CiazDelta Hybrid 1.5,2019,Pune,26500.0,petrol,manual,689000.0,11733"
"4244,Ford,EcoSportTitanium + 1.5L TDCi,2018,Pune,98500.0,diesel,manual,757000.0,12891"
"4245,Maruti,Vitara BrezzaZXi AT SHVS,2021,Pune,85000.0,petrol,automatic,781000.0,13299"
"4246,Maruti,CelerioZXi AMT,2018,Pune,40000.0,petrol,automatic,478000.0,8140"
"4247,Honda,JazzV CVT,2016,Pune,82000.0,petrol,automatic,430999.99999999994,6880"
"4248,Maruti,S-PressoVXI CNG,2020,Pune,68000.0,petrol+cng,manual,405000.0,6896"
"4249,Mahindra,TharLX 4 STR Hard Top Petrol MT 4WD,2021,Pune,41500.0,petrol,manual,1152000.0,19812"
"4250,Honda,City1.5 V MT,2013,Pune,62500.0,petrol,manual,396000.0,10674"
"4251,Hyundai,New Santro 1.1Magna,2019,Pune,8500.0,petrol,manual,426000.0,6801"
"4252,Honda,City1.5 S MT,2011,Pune,95000.0,petrol,manual,264000.0,18863"
"4253,Volkswagen,VirtusTopline 1.0 TSI AT,2022,Pune,63000.0,petrol,automatic,1188000.0,20435"
"4254,Volkswagen,VentoHighline 1.0L TSI,2021,Pune,21500.0,petrol,manual,878999.9999999999,14033"
"4255,Honda,AmazeVX 1.2 Petrol CVT,2024,Pune,13000.0,petrol,automatic,939000.0,15990"
"4256,Maruti,Alto K10VXi AMT,2015,Pune,82500.0,petrol,automatic,264000.0,4805"
"4257,Hyundai,XcentS (O) Petrol,2014,Pune,92000.0,petrol,manual,363000.0,7303"
"4258,Toyota,Corolla AltisGL Diesel,2017,Pune,69000.0,diesel,manual,1168000.0,20087"
"4259,Maruti,Swift DzireVXI,2012,Pune,79000.0,petrol,manual,351000.0,13349"
"4260,Hyundai,VernaEX 1.6 VTVT AT,2018,Pune,46500.0,petrol,automatic,764000.0,13010"
"4261,Maruti,BalenoZeta AT Petrol,2019,Pune,60500.0,petrol,automatic,610000.0,10387"
"4262,Maruti,Swift DzireVXI,2013,Pune,67500.0,petrol,manual,370000.0,9973"
"4263,Honda,CityVX CVT,2016,Pune,67500.0,petrol,automatic,660000.0,11239"
"4264,Hyundai,Grand i10Sportz AT 1.2 Kappa VTVT,2014,Pune,52500.0,petrol,automatic,337000.0,7232"
"4265,Maruti,Alto 800Lxi,2014,Pune,38000.0,petrol,manual,236000.0,5254"
"4266,Ford,EcoSportTitanium 1.5L TDCi,2018,Pune,89000.0,diesel,manual,727000.0,12380"
"4267,Honda,CityV Diesel,2014,Pune,122500.0,diesel,manual,468000.0,10044"
"4268,Kia,SeltosGTX Plus AT D,2021,Pune,46000.0,diesel,automatic,1541000.0,26503"
"4269,Ford,FiestaTrend Petrol,2011,Pune,67500.0,petrol,manual,245000.00000000003,16541"
"4270,Hyundai,VenueSX (O) 1.5 CRDi,2023,Pune,28000.0,diesel,manual,1221000.0,20999"
"4271,Maruti,Alto K10VXi,2013,Pune,34500.0,petrol,manual,194000.0,5229"
"4272,Hyundai,VenueS Plus 1.5 CRDi,2023,Pune,21500.0,diesel,manual,1032000.0,17748"
"4273,Hyundai,Creta1.6 EX,2020,Pune,84000.0,diesel,manual,1032000.0,17748"
"4274,Maruti,Alto 800Lxi,2014,Pune,132000.0,petrol,manual,211000.0,4697"
"4275,Hyundai,Creta1.6 SX AT,2018,Pune,92000.0,diesel,automatic,1058000.0,18193"
"4276,Mahindra,XUV700AX 5 Diesel MT 7 STR,2023,Pune,31000.0,diesel,manual,1872000.0,32196"
"4277,Hyundai,VernaFluidic VTVT 1.6 EX AT,2012,Pune,63000.0,petrol,automatic,408000.0,15517"
"4278,Mahindra,TUV300T8 mHAWK100,2018,Pune,56000.0,diesel,manual,699000.0,11903"
"4279,Honda,CityZX CVT Petrol,2020,Pune,33000.0,petrol,automatic,1119000.0,19244"
"4280,Hyundai,i20 N LineN8 1.0 Turbo DCT,2023,Pune,11500.0,petrol,automatic,1059000.0,18212"
"4281,Maruti,Alto 800Lxi,2013,Pune,75000.0,petrol,manual,186000.0,5158"
"4282,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2018,Pune,22500.0,petrol,manual,512000.0,8719"
"4283,Honda,CityV Petrol MT,2023,Pune,13000.0,petrol,manual,1104000.0,18987"
"4284,Tata,AltrozXZA+,2022,Pune,24500.0,petrol,automatic,814000.0,13861"
"4285,Tata,ZestXMS Petrol,2015,Pune,37500.0,petrol,manual,347000.0,6316"
"4286,Honda,CitySV,2015,Pune,121500.0,petrol,manual,449000.0,8172"
"4287,Honda,CityVX CVT,2016,Pune,49500.0,petrol,automatic,681000.0,11597"
"4288,Honda,CivicVX CVT Petrol,2019,Pune,40500.0,petrol,automatic,1272000.0,21874"
"4289,Maruti,CiazSigma Petrol,2022,Pune,50000.0,petrol,manual,689000.0,11733"
"4290,Nissan,MagniteXV Premium Turbo CVT,2023,Pune,31000.0,petrol,automatic,922000.0000000001,15701"
"4291,Honda,JazzZX CVT,2022,Pune,8500.0,petrol,automatic,948000.0,15134"
"4292,Maruti,Wagon R 1.0LXI (O) CNG,2021,Pune,23500.0,petrol+cng,manual,551000.0,9383"
"4293,Honda,Amaze1.5 VX CVT Diesel,2020,Pune,60500.0,diesel,automatic,759000.0,12925"
"4294,Mahindra,KUV100K2 6 STR,2016,Pune,45000.0,petrol,manual,315000.0,5364"
"4295,Maruti,Vitara BrezzaVDi,2016,Pune,86500.0,diesel,manual,598000.0,10183"
"4296,Maruti,S-CrossZeta 1.6,2016,Pune,141000.0,diesel,manual,557000.0,10138"
"4297,Volkswagen,PoloAll Star 1.2 (P),2017,Pune,108500.0,petrol,manual,463000.0,7391"
"4298,MG,Hector1.5 Smart DCT,2019,Pune,39000.0,petrol,automatic,1039000.0,17863"
"4299,Toyota,Corolla AltisVL AT Petrol,2015,Pune,125500.0,petrol,automatic,649000.0,13928"
"4300,Tata,PunchCreative Dual Tone,2021,Jaipur,67000.0,petrol,manual,656000.0,11417"
"4301,Mahindra,ScorpioS5,2022,Jaipur,40000.0,diesel,manual,1259000.0,22124"
"4302,Hyundai,i20 N LineN8 1.0 Turbo DCT,2023,Jaipur,10500.0,petrol,automatic,1056000.0,18556"
"4303,Kia,CarnivalLimousine,2022,Jaipur,100000.0,diesel,automatic,2424000.0,41687"
"4304,Hyundai,Grand i10 NiosSportz AMT 1.2 Kappa VTVT,2021,Jaipur,40000.0,petrol,automatic,606000.0,10541"
"4305,Maruti,BalenoDelta 1.2,2018,Jaipur,70500.0,petrol,manual,468000.0,8145"
"4306,Maruti,CelerioVXi CNG,2022,Jaipur,57500.0,cng,manual,535000.0,9311"
"4307,Mercedes,C-ClassC 200 Avantgarde,2016,Jaipur,41500.0,petrol,automatic,1800000.0,30957"
"4308,Volkswagen,VirtusTopline 1.0 TSI MT,2023,Jaipur,47500.0,petrol,manual,1124000.0,19751"
"4309,Kia,CarnivalLimousine,2020,Jaipur,67500.0,diesel,automatic,2419000.0,42510"
"4310,Kia,SeltosHTX 1.5 Diesel iMT,2023,Jaipur,42500.0,diesel,manual,1421000.0,24971"
"4311,Skoda,KushaqAmbition 1.0L TSI MT,2022,Jaipur,27500.0,petrol,manual,1088000.0,19118"
"4312,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2016,Jaipur,66500.0,petrol,manual,372000.0,6474"
"4313,Tata,AltrozXZ Plus 1.2 Dark Edition,2022,Jaipur,28000.0,petrol,manual,681000.0,11852"
"4314,BMW,X1sDrive20i SportX,2021,Jaipur,28500.0,petrol,automatic,2650000.0,45576"
"4315,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT,2020,Jaipur,40000.0,petrol,manual,549000.0,9554"
"4316,Toyota,Fortuner2.7 2WD MT Petrol,2016,Jaipur,41000.0,petrol,manual,1989999.9999999998,34225"
"4317,Jeep,Compass80 Anniversary 2.0 Diesel 4x4 AT,2021,Jaipur,26500.0,diesel,automatic,1889999.9999999998,32505"
"4318,Mahindra,Alturas G44WD AT,2021,Jaipur,65000.0,diesel,automatic,2150000.0,36976"
"4319,Hyundai,Grand i10 NiosAsta 1.2 Kappa VTVT,2019,Jaipur,50500.0,petrol,manual,569000.0,9902"
"4320,Mercedes,E-ClassE200 Expression,2018,Jaipur,57000.0,petrol,automatic,3450000.0,59336"
"4321,Kia,SeltosHTX Plus D,2019,Jaipur,74500.0,diesel,manual,1149000.0,20191"
"4322,MG,HectorSharp 2.0 Diesel Turbo MT,2021,Jaipur,75000.0,diesel,manual,1521000.0,26728"
"4323,Tata,TigorRevotron XZ+,2022,Jaipur,13500.0,petrol,manual,655000.0,11399"
"4324,Hyundai,VenueSX Plus 1.0 Turbo DCT,2021,Jaipur,44500.0,petrol,automatic,950000.0,16533"
"4325,Honda,CityVX Petrol,2022,Jaipur,21500.0,petrol,manual,1121000.0,19699"
"4326,Maruti,RitzLdi,2014,Jaipur,110500.0,diesel,manual,274000.0,5634"
"4327,Maruti,CelerioVXI Petrol+CNG (Outside Fitted),2024,Jaipur,17000.0,cng,manual,568000.0,9885"
"4328,Tata,AltrozXZ 1.2,2022,Jaipur,36500.0,petrol,manual,631000.0,10981"
"4329,Honda,CityZX CVT,2018,Jaipur,45000.0,petrol,automatic,816000.0,14201"
"4330,Maruti,BalenoDelta,2020,Jaipur,53000.0,petrol,manual,559000.0,9728"
"4331,Volkswagen,Vento1.6L Highline Diesel,2014,Jaipur,125500.0,diesel,manual,397000.0,10253"
"4332,Toyota,Fortuner2.7 2WD AT Petrol,2018,Jaipur,80000.0,petrol,automatic,2300000.0,39556"
"4333,Volkswagen,AmeoComfortline 1.2L (P),2017,Jaipur,60500.0,petrol,manual,418000.0,6820"
"4334,Maruti,Wagon R 1.0VXI,2023,Jaipur,11000.0,petrol,manual,555000.0,10137"
"4335,Maruti,Wagon R 1.2ZXi 1.2 AMT,2020,Jaipur,79000.0,petrol,automatic,494000.00000000006,8597"
"4336,Tata,Tiago NRGXZ,2021,Jaipur,33000.0,petrol,manual,561000.0,9757"
"4337,Honda,CityZX CVT Petrol,2020,Jaipur,59500.0,petrol,automatic,947000.0000000001,16481"
"4338,Volkswagen,VentoHighline Plus 1.0L TSI Petrol AT,2021,Jaipur,33500.0,petrol,automatic,877999.9999999999,14320"
"4339,Hyundai,Grand i10 NiosSportz AMT 1.2 Kappa VTVT,2021,Jaipur,19000.0,petrol,automatic,647000.0,11260"
"4340,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT CNG,2021,Jaipur,53000.0,cng,manual,651000.0,11330"
"4341,Hyundai,AuraSX 1.2 Petrol,2020,Jaipur,45000.0,petrol,manual,580000.0,10098"
"4342,Maruti,BalenoRS 1.0,2017,Jaipur,40500.0,petrol,manual,508000.0,8841"
"4343,Kia,SeltosHTX D,2020,Jaipur,125000.0,diesel,manual,953999.9999999999,16603"
"4344,Hyundai,VenueSX 1.0 (O) Turbo iMT,2021,Jaipur,61500.0,petrol,manual,894000.0,15559"
"4345,Toyota,GlanzaV,2022,Jaipur,41500.0,petrol,manual,679000.0,11817"
"4346,Maruti,FronxZeta 1.0L Turbo MT,2023,Jaipur,12000.0,petrol,manual,941000.0,16377"
"4347,Tata,AltrozXZ Plus S Dual Tone,2023,Jaipur,47000.0,diesel,manual,839000.0,14602"
"4348,Maruti,Wagon R 1.2VXi 1.2,2021,Jaipur,59500.0,petrol,manual,474000.0,8249"
"4349,MG,Hector1.5 Sharp DCT,2020,Jaipur,47500.0,petrol,automatic,1139000.0,20015"
"4350,Audi,A335 TFSI Premium Plus,2019,Jaipur,63000.0,petrol,automatic,1800000.0,30957"
"4351,Hyundai,Elite i20Magna Plus 1.2,2020,Jaipur,40000.0,petrol,manual,608000.0,10581"
"4352,Tata,AltrozXT 1.2,2023,Jaipur,31500.0,petrol,manual,632000.0,10999"
"4353,Skoda,SlaviaStyle 1.0L TSI AT,2022,Jaipur,40000.0,petrol,automatic,1231000.0,21632"
"4354,Tata,NexonXZ Plus,2022,Jaipur,16000.0,petrol,manual,819000.0,14253"
"4355,Maruti,BalenoDelta,2021,Jaipur,28000.0,petrol,manual,591000.0,10285"
"4356,Maruti,Alto 800VXi,2021,Jaipur,32000.0,petrol,manual,373000.0,6813"
"4357,Honda,CityV CVT,2019,Jaipur,124500.0,petrol,automatic,640000.0,11138"
"4358,Tata,PunchCreative Dual Tone,2022,Jaipur,65500.0,petrol,manual,676000.0,11765"
"4359,Hyundai,Elite i20Asta 1.2,2017,Jaipur,75500.0,petrol,manual,515000.00000000006,8963"
"4360,Maruti,FronxZeta 1.0L Turbo MT,2024,Jaipur,10500.0,petrol,manual,982000.0,17090"
"4361,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT,2020,Jaipur,49500.0,petrol,manual,540000.0,9398"
"4362,Skoda,SlaviaStyle 1.0L TSI MT,2022,Jaipur,94500.0,petrol,manual,976000.0,16978"
"4363,Maruti,BalenoAlpha 1.2,2018,Jaipur,45500.0,petrol,manual,584000.0,10166"
"4364,Hyundai,ExterSX (O) 1.2 MT,2024,Jaipur,11000.0,petrol,manual,836000.0,14549"
"4365,Maruti,SwiftVXI,2022,Jaipur,16000.0,petrol,manual,657000.0,11434"
"4366,Hyundai,Elite i20Asta (O) CVT,2019,Jaipur,101000.0,petrol,automatic,635000.0,11052"
"4367,Maruti,Alto K10VXi Plus,2023,Jaipur,36000.0,petrol,manual,475000.0,8266"
"4368,Maruti,BalenoAlpha AT Petrol,2018,Jaipur,56000.0,petrol,automatic,585000.0,10183"
"4369,Tata,NexonXMA AMT Petrol,2019,Jaipur,71000.0,petrol,automatic,600000.0,10442"
"4370,Tata,AltrozXZ 1.2,2022,Jaipur,24000.0,petrol,manual,682000.0,11869"
"4371,Maruti,Wagon R 1.2ZXI,2022,Jaipur,35500.0,petrol,manual,537000.0,9345"
"4372,Maruti,S-PressoVxi Plus,2025,Jaipur,3500.0,petrol,manual,525000.0,9137"
"4373,Maruti,CelerioZXI,2022,Jaipur,24500.0,petrol,manual,518000.0,9008"
"4374,Toyota,Urban Cruiser HyryderG Neodrive,2024,Jaipur,34500.0,petrol,manual,1349000.0,23706"
"4375,Toyota,GlanzaV AMT,2023,Jaipur,14500.0,petrol,automatic,865000.0,15054"
"4376,Volkswagen,TaigunTopline 1.0 TSI MT,2022,Jaipur,33000.0,petrol,manual,1234000.0,21685"
"4377,Maruti,Alto 800Lxi,2013,Jaipur,40500.0,petrol,manual,231000.0,6547"
"4378,Tata,AltrozXT 1.5,2023,Jaipur,32000.0,diesel,manual,778000.0,13538"
"4379,Toyota,Innova CrystaTouring Sport Diesel AT,2017,Jaipur,99000.0,diesel,automatic,1255000.0,22053"
"4380,Volkswagen,PoloTrendline 1.0L MPI,2020,Jaipur,77500.0,petrol,manual,534000.0,8712"
"4381,Maruti,IgnisZeta AMT Petrol,2022,Jaipur,12500.0,petrol,automatic,644000.0,11208"
"4382,Honda,AmazeVX CVT 1.2 Petrol,2022,Jaipur,48000.0,petrol,automatic,766000.0,13331"
"4383,Toyota,Innova Crysta2.8 ZX AT 7 STR,2019,Jaipur,85000.0,diesel,automatic,1672000.0,29375"
"4384,Maruti,BalenoZeta,2021,Jaipur,34000.0,petrol,manual,629000.0,10947"
"4385,Maruti,BalenoAlpha,2019,Jaipur,40500.0,petrol,manual,608000.0,10575"
"4386,Volkswagen,PoloComfortline 1.0L (P),2018,Jaipur,51000.0,petrol,manual,511000.00000000006,8333"
"4387,Maruti,Alto 800Lxi,2014,Jaipur,19500.0,petrol,manual,250000.0,5688"
"4388,Hyundai,Grand i10 NiosSportz AMT 1.2 Kappa VTVT,2021,Jaipur,39500.0,petrol,automatic,615000.0,10703"
"4389,Toyota,Innova2.5 G 8 STR,2012,Jaipur,124500.0,diesel,manual,523000.00000000006,20752"
"4390,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Jaipur,37500.0,petrol,manual,503000.0,8754"
"4391,Hyundai,Elite i20Sportz Plus 1.2,2019,Jaipur,22000.0,petrol,manual,645000.0,11225"
"4392,Maruti,CelerioZXI AMT,2024,Jaipur,14000.0,petrol,automatic,641000.0,11156"
"4393,Hyundai,AuraSX 1.2 (O) Petrol,2020,Jaipur,60500.0,petrol,manual,591000.0,10285"
"4394,Maruti,S-PressoVXI Plus,2022,Jaipur,3500.0,petrol,manual,468000.0,8145"
"4395,Kia,SeltosGTX Plus DCT,2021,Jaipur,73000.0,petrol,automatic,1356000.0,23828"
"4396,Maruti,BalenoZeta,2020,Jaipur,52000.0,petrol,manual,591000.0,10285"
"4397,Renault,DusterRXL Petrol,2016,Jaipur,104000.0,petrol,manual,447000.0,7782"
"4398,Hyundai,VernaSX (O) 1.6 VTVT AT,2019,Jaipur,58500.0,petrol,automatic,886000.0,15411"
"4399,Hyundai,New i20Sportz 1.2 MT,2023,Jaipur,49000.0,petrol,manual,698000.0,12148"
"4400,Kia,SeltosHTX Plus AT D,2020,Jaipur,47500.0,diesel,automatic,1349000.0,23706"
"4401,Honda,CityVX CVT,2015,Jaipur,92500.0,petrol,automatic,574000.0,10678"
"4402,Honda,Amaze1.2 SX i-VTEC,2017,Jaipur,44500.0,petrol,manual,454000.0,7901"
"4403,Honda,CityZX CVT Petrol,2017,Jaipur,49500.0,petrol,automatic,708000.0,12322"
"4404,Renault,KigerRXZ Turbo CVT Dual Tone,2023,Jaipur,19000.0,petrol,automatic,739000.0,12857"
"4405,Maruti,BalenoAlpha 1.2,2017,Jaipur,76000.0,petrol,manual,530000.0,9224"
"4406,Maruti,Wagon R 1.0VXI,2022,Jaipur,17500.0,petrol,manual,542000.0,9900"
"4407,Renault,KwidRXT Opt,2019,Jaipur,44000.0,petrol,manual,310000.0,5395"
"4408,Tata,TigorRevotron XZ+ CNG,2023,Jaipur,58000.0,petrol+cng,manual,639000.0,11121"
"4409,Maruti,Alto K10VXi,2019,Jaipur,21500.0,petrol,manual,383000.0,6665"
"4410,Maruti,CelerioZXI Plus,2022,Jaipur,40500.0,petrol,manual,513999.99999999994,8940"
"4411,Maruti,BalenoDelta CNG,2023,Jaipur,37000.0,petrol+cng,manual,722000.0,12567"
"4412,Kia,SonetHTX 1.0 DCT,2023,Jaipur,11500.0,petrol,automatic,1084000.0,19055"
"4413,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2018,Jaipur,33000.0,petrol,manual,515000.00000000006,8963"
"4414,Maruti,BalenoZeta,2019,Jaipur,89500.0,petrol,manual,525000.0,9144"
"4415,Maruti,BalenoZeta 1.2 AT,2017,Jaipur,56000.0,petrol,automatic,546000.0,9502"
"4416,Maruti,Wagon R 1.0VXI CNG,2024,Jaipur,1000.0,petrol+cng,manual,691000.0,12026"
"4417,Maruti,S-PressoVXI Plus,2020,Jaipur,28500.0,petrol,manual,409999.99999999994,7135"
"4418,Maruti,Alto 800LXi,2016,Jaipur,33500.0,petrol,manual,239000.0,4365"
"4419,Renault,DusterRXS CVT Petrol,2017,Jaipur,73000.0,petrol,automatic,612000.0,10643"
"4420,Hyundai,VernaSX Opt IVT Petrol,2022,Jaipur,55000.0,petrol,automatic,1170000.0,20559"
"4421,Maruti,BalenoDelta Petrol,2022,Jaipur,23000.0,petrol,manual,636000.0,11069"
"4422,Maruti,Alto 800LXi,2018,Jaipur,18500.0,petrol,manual,309000.0,5644"
"4423,Kia,SonetHTX 1.0 iMT,2021,Jaipur,58500.0,petrol,manual,801000.0,13947"
"4424,Maruti,SwiftZXI AMT,2020,Jaipur,46500.0,petrol,automatic,639000.0,11121"
"4425,Maruti,SwiftVXI,2016,Jaipur,34000.0,petrol,manual,455000.0,7918"
"4426,Hyundai,New i20Asta (O) 1.2 MT,2024,Jaipur,24000.0,petrol,manual,899000.0,15646"
"4427,Maruti,SwiftVXi (O),2025,Jaipur,14500.0,petrol,manual,769000.0,13383"
"4428,Honda,Amaze1.2 S i-VTEC,2017,Jaipur,64000.0,petrol,manual,382000.0,6648"
"4429,MG,HectorShine 1.5 Petrol Turbo CVT,2022,Jaipur,55000.0,petrol,automatic,1236000.0,21712"
"4430,Renault,KwidCLIMBER 1.0 Opt,2022,Jaipur,41500.0,petrol,manual,386000.0,6726"
"4431,Maruti,Alto K10VXi,2018,Jaipur,28500.0,petrol,manual,357000.0,6213"
"4432,Renault,KwidRXT,2017,Jaipur,45000.0,petrol,manual,287000.0,4994"
"4433,Renault,KwidRXT 1.0 SCE Special (O),2017,Jaipur,34000.0,petrol,manual,297000.0,5169"
"4434,Hyundai,Elite i20Asta 1.2,2017,Jaipur,82500.0,petrol,manual,540000.0,9398"
"4435,Volkswagen,PoloComfortline 1.2L (P),2016,Jaipur,73000.0,petrol,manual,438000.0,7146"
"4436,Honda,CityZX CVT Petrol,2021,Jaipur,47500.0,petrol,automatic,1100000.0,19328"
"4437,Hyundai,VenueSX 1.0 (O) Turbo iMT,2022,Jaipur,11000.0,petrol,manual,1010000.0,17574"
"4438,Renault,TriberRXZ,2020,Jaipur,41500.0,petrol,manual,547000.0,9519"
"4439,Renault,KwidRXL,2016,Jaipur,50500.0,petrol,manual,237000.0,4124"
"4440,Renault,Kwid1.0 RXT SCE,2023,Jaipur,3500.0,petrol,manual,440000.00000000006,7663"
"4441,Renault,TriberRXZ,2020,Jaipur,76000.0,petrol,manual,508000.0,8838"
"4442,Tata,AltrozXZA+,2022,Jaipur,25000.0,petrol,automatic,713000.0,12414"
"4443,Renault,KigerRXZ 1.0 Turbo MT Dual Tone,2022,Jaipur,35000.0,petrol,manual,680000.0,11835"
"4444,Hyundai,AuraSX 1.2 CNG,2023,Jaipur,44000.0,petrol+cng,manual,751000.0,13078"
"4445,Renault,KwidRXT Opt,2018,Jaipur,51500.0,petrol,manual,306000.0,5325"
"4446,Volkswagen,PoloAll Star 1.2 (P),2017,Jaipur,76500.0,petrol,manual,486000.00000000006,7934"
"4447,Skoda,Octavia2.0L Style TDI AT,2018,Jaipur,96500.0,diesel,automatic,1139000.0,20009"
"4448,Honda,CitySV CVT,2016,Jaipur,94500.0,petrol,automatic,508000.0,8838"
"4449,Hyundai,VenueS 1.5 CRDI,2021,Jaipur,67000.0,diesel,manual,921000.0000000001,16024"
"4450,Volkswagen,PoloComfortline 1.0L (P),2019,Jaipur,118500.0,petrol,manual,470000.0,7663"
"4451,Volkswagen,Vento1.5L Highline Diesel,2015,Jaipur,92500.0,diesel,manual,484999.99999999994,8464"
"4452,Hyundai,VenueSX Plus 1.0 Turbo DCT,2022,Jaipur,37000.0,petrol,automatic,931000.0,16194"
"4453,Renault,KwidClimber 1.0l SCE Petrol MT,2022,Jaipur,51000.0,petrol,manual,389000.0,6777"
